name,address,cuisine,opening_hours,latitude,longitude
Clasico Argentino,Rue de Saintonge 75003,argentinian,"Mo-Fr 12:00-15:00, 18:00-22:30; Sa-Su 12:00-23:00",48.8630555,2.3641346
L'Authentique,Rue de Vaugirard,traditional;french,"Mo-Fr 12:00-14:30, 19:00-22:30",48.8433699,2.3143782
Azaytoona,Rue Simart 75018,indian,"Mo-Th 11:30-16:00,18:00-23:00; Fr 18:00-23:00; Sa-Su 12:00-23:00",48.8897519,2.3492337
cadence,Avenue Parmentier 75011,french,"Mo-Fr 12:00-14:00,18:00-23:00; Sa 12:00-15:30,18:00-01:00",48.868469,2.3719492
Cocoon,Rue des Moines 75017,japanese,Mo-Fr 09:30-19:00; Sa 10:30-19:00,48.8925938,2.3225789
Riz Djondjon,Rue Saint-Denis 75002,haitian;caribbean;african,Su-Th 11:00-22:00; Fr-Sa 11:00-00:00,48.8695091,2.3523471
Honey Home,Rue de Fleurus,asian;sushi,"Mo-Sa 11:30-15:00,18:30-21:30",48.8466113,2.3276569
Pierre Sang,Rue Notre-Dame-des-Champs,korean,"11:30-15:00,17:30-22:30",48.8463831,2.3272436
La mère Michèle,Rue Vicq d'Azir 75010,oriental;traditional,Mo-Su 08:00-23:30,48.8762022,2.3697272
Ya Bayté by Hébé,Rue des Grands Degrés 75005,lebanese,"Fr,Sa 12:00-23:00; Su 12:00-22:30; Mo 18:00-22:30; Tu-Th 12:00-22:30",48.85122,2.3500241
Majouja,Rue Laffitte 75009,algerienne,Mo-Sa 11:45-15:00,48.87194,2.3371467
Les Routiers,Rue Marx Dormoy 75018,bistro,5:30-23:00,48.8881297,2.360087
Tokyo,Rue Custine 75018,sushi,"Tu-Su 12:00-15:00,18:30-23:00; Mo 18:30-23:00",48.8890695,2.3459851
Fabrezza,Rue des Cinq Diamants,pizza,Mo-Su 11:00-01:00,48.8280768,2.3500025
Baitong Thai,Rue Falguière,thai,"Mo-Fr 11:30-14:15, 19:00-21:15; Sa 19:00-21:15",48.8427124,2.3160229
Trois Fois Plus de Piment,Rue Rodier 75009,asian;chinese,"Tu-Su 12:00-15:00, 18:30-22:30",48.8778682,2.3423903
Chez Ttotte,Rue Falguière,basque,"Mo-Fr 12:00-14:30, 19:30-23:00; Sa 19:30-23:00",48.8429115,2.3162545
Trattoria Dell'Angelo,Avenue Rapp 75007,italian,Mo-Su 08:00-21:00,48.860656,2.3008329
New jawad,Avenue Rapp 75007,indian,"Mo-Su 11:30-14:30, 18:30-23:30",48.8602559,2.3007106
Dilia,Rue d'Eupatoria 75020,italian,Th-Mo 19:30-22:30; Th-Su 12:30-14:00,48.8686397,2.3862179
Vantre,Rue de la Fontaine au Roi,french,"Mo-Fr 12:00-14:00,19:30-22:00",48.8685045,2.3701736
Akasaka,Rue Nicolo,japanese,"Tu-Sa 12:00-14:00,19:00-22:00",48.8584767,2.2805319
Ricci,Rue Nicolo 75016,italian;pizza;pasta;burger,"Mo-Su 12:00-14:30,19:30-22:30",48.8581997,2.2807911
Des Gars dans la Cuisine,Rue Vieille du Temple,french,Tu-Sa 12:00-14:30;Tu-Sa 19:00-22:30;Su 11:00-17:00,48.8594432,2.3600509
Mi Perú,Rue Rondelet 75012,peruvian,"Tu-Sa 12:00-15:00, 19:00-22:00; Su 12:00-17:00",48.8466797,2.3852939
Pizza Unica,49 Rue du Chemin Vert,pizza,"Tu-Su 11:30-15:00,18:30-22:00",48.8593105,2.3752108
Bistrot Le 18,Rue Duc 75018,pizza;ice_cream,Mo-Fr 07:00-00:00; Sa-Su 09:00-00:00,48.8923993,2.3421088
Bleu matin,Rue Lamarck 75018,breakfast;lunch,Mo-Fr 09:30-15:00; Sa-Su 09:30-16:00,48.8900244,2.338588
Le Petit Panda,Rue Simart 75018,asian;vietnamese;chinese,"Mo-Sa 11:30-15:30,18:30-22:00; Sa18:30-21:00",48.8917456,2.3468551
Gamila,Rue du Rendez-Vous,moroccan,Mo-Su 12:00-23:00,48.8454564,2.4036404
La Pizza d'Anita,Quai Louis Blériot 75016,pizza;italian;international;ice_cream,Mo-Fr 12:00-14:30 / 18:00-23:00 Sat 18:00-23:00,48.8389537,2.266359
Anata,Rue Custine 75018,sushi,"Mo,We-Sa 11:30-15:00,18:30-23:00; Tu,Su 18:30-23:00",48.8896207,2.3432001
Goiko,Rue Oberkampf 75011,burger,"Mo-We 12:00-15:00, 18:30-22:45; Th 12:00-15:00, 18:30-23:00; Fr 11:30-15:00, 18:30-23:00; Sa 11:30-15:30, 18:30-23:00; Su 12:00-15:30, 18:30-22:45",48.8655631,2.3766013
Jinchan Shokudo,Rue du Faubourg Saint-Antoine 75012,japanese,"Mo-Fr 12:00-14:30,19:00-22:30; Sa,Su 12:00-15:00,19:00-22:30",48.8503367,2.3803865
Phô5,Rue Saint-Jacques 75005,vietnamese,Mo-Sa 12:00-22:00,48.8512377,2.3459619
Arty Le Restaurant,Rue Daunou 75002,french;bistro;steak_house,"Tu-Fr 12:00-15:00,17:00-24:00",48.8698572,2.3307051
O Brazil,Rue du Faubourg Saint-Martin 75010,brazilian,Mo 18:30-22:30; Tu-Su 12:00-23:00,48.8701743,2.3560795
Pâtisserie Tholoniat,Rue du Château d'Eau 75010,coffee_shop,Tu-Su 08:00-20:00,48.8718829,2.3566625
MONGOO,Rue Joubert 75009,salad,Mo-Fr 11:30-14:30,48.8747342,2.3296789
Aki Café,Rue Sainte-Anne 75002,japanese,Mo-Sa 11:00-16:00,48.8687275,2.3365482
Mengano,Rue Oberkampf 75011,argentinian,Mo-Su 11:30-22:30,48.8664918,2.380409
Fagot,Passage Geffroy Didelot 75017,french,Tu-Su 10:00-00:00,48.8820519,2.3174873
Il Goto,Rue de Charenton 75012,italian,"Tu-Sa 12:00-14:30,19:00-22:30",48.8408672,2.3874577
El Vecino,Rue Saint-Honoré 75001,mexican,Mo-Sa 12:00-22:30,48.8640622,2.333981
Nakagawa,Rue Oberkampf 75011,japanese,"Tu-Sa 12:00-14:30,19:30-22:30",48.8663998,2.3808553
Junglii,Rue de la Jonquière 75017,indian,"Tu-th 12:00-14:30,18:00-22:00; fr 12:00-14:30,18:00-22:30; sa 12:00-15:00,18:00-22:30; su 12:00-15:00,18:00-22:00",48.8944756,2.3201359
Chez Paul,Rue de la Jonquière 75017,lebanese,Mo-Sa 11:00-00:00,48.8934587,2.3238202
Pont d'Istanbul,Boulevard Bessières 75017,turkish,Mo-Sa 11:00-24:00,48.8954874,2.3171871
La Capannina,Rue de la Montagne Sainte-Geneviève 75005,italian;pizza,We-Su 12:00-22:30,48.8469719,2.3478049
Le bruit qui court,Rue Damrémont 75018,french,Mo-Th 12:00-01:00; Fr-Sa 12:00-02:00; Su 11:00-16:00,48.892602,2.3355089
The Crying Tiger,Rue du Cherche-Midi 75006,thai,Mo-Su 12:00-22:30,48.8483758,2.3241078
Benchy,Rue du Cherche-Midi 75006,coffee_shop;sandwich,Tu-Sa 11:00-17:00,48.8492084,2.3256651
L'Auberge de Nicolas Flamel,Rue de Montmorency,gastronomic,"Mo-Sa 12:00-14:30,19:00-22:30",48.8635555,2.3531432
Pez,Rue Henry Monnier,peruvian,"Mo-Fr 12:00-14:30, 19:00-21:30",48.880726,2.3375689
Phu Thai,Rue Pouchet,thai,"Mo-fr 12:00-15:00,18:30-22:30",48.8921228,2.3190594
Bouillon République,Boulevard du Temple 75003,french,Mo-Su 12:00-00:00,48.8659573,2.3645398
Mamie Chérie,Rue de Candie 75011,french,"Tu-Th 12:00-14:30, 19:30-22:00; Fr-Sa 12:00-14:30, 19:00-22:00; Su 12:00-14:30",48.8511849,2.3801574
"Régie de quartier du 14ème, Cantine associative",Rue Prévost-Paradol 75014,sandwich;burger;french,Mo-Fr 12:00-14:30,48.8259512,2.3081956
Taj Mahal,Rue d'Austerlitz 75012,indian,"Mo-Su 12:00-15:00, 18:00-23:00",48.8471648,2.3707809
Le petit veg,Rue Cail 75010,indian,Tu-Su 11:30-23:00,48.8827324,2.3595019
Partage Café,Rue Lecourbe 75015,brunch;coffee_shop;breakfast,"Mo-Fr 08:00-17:30, Sa-Su 09:00-18:00",48.8441526,2.3082565
Maison Calibré,Rue Lucien Sampaix 75010,french,Mon-Sat 10-21,48.8719945,2.3605713
Sold Out,Rue Lucien Sampaix 75010,burger,11:00-14:30; 18:30-22:30,48.870791,2.3598305
L'embuscade,Rue Catherine de La Rochefoucauld 75009,african,"Tu-Fr 12:00-14:30,18:00-02:00; Sa 18:00-02:00",48.8800581,2.3350705
Café Ella,Rue de la Convention 75015,french,"Mo-Fr 07:00-23:00, Sa-Su 08:00-23:00",48.8422218,2.2857762
Ma Cantine Thai,Rue du Rocher 75008,thai,Mo-Fr 12:00-15:00,48.8770801,2.3212806
Ma Cantine Thaï,Rue Richer 75009,thai,Mo-Fr 12:00-15:00,48.8741017,2.3428812
Ma Cantine Thaï,Rue Richer 75009,thai,Mo-Fr 12:00-15:00,48.8740904,2.3428664
Neko Ramen Green,Rue de Paradis 75010,japanese,Mo-Su 11:30-23:00,48.8751583,2.3514038
Orchidée & KHMER THAÏ,Rue Castex 75004,thai,"Mo-Sa 12:00-14:45,19:00-22:45",48.8526503,2.3662478
La Belle Ferme,Rue de Miromesnil 75008,french,Mo-Fr 11:00-14:30,48.8749563,2.3159091
Tonton Mao,Rue d'Enghien 75010,chinese,"Tu-Su 12:00-15:00,18:00-23:00",48.8720398,2.350997
Cantine de la Maison de la Culture Arménienne de Paris,Rue Bleue 75009,armenian,"Mo-Sa 12:00-15:00,19:00-23:00",48.8753538,2.3461182
Taipei Gourmet,Boulevard Saint-Marcel,asian,Tu-Sa 11:30-19:00,48.8393616,2.3606588
Paparazzi,Square de l'Opéra Louis Jouvet,french,"Mo-Sa 12:00-15:30,15:30-00:30",48.8717695,2.3289111
Au P’tit Viet PARIS,Rue Lauriston 75116,vietnamese,Mo-Fr 12:00-21:30,48.8704342,2.2910589
Oh Purée !,Rue Tournefort 75005,french,"Tu-Sa 12:15-14:00,19:00-22:00",48.8439747,2.3480328
Crêperie Brocéliande,Rue de la Roquette 75011,crepe,"Mo 12:00-15:00; Tu-Fr 12:00-15:00,19:00-23:00; Sa 12:00-23:00; Su 12:00-20:00",48.8594664,2.3862811
Suguru Ramen,Rue Oberkampf 75011,asian;ramen,"Th-Tu 11:30-14:30, 18:00-22:30; We 18:00-22:30",48.8647495,2.3726101
L'Atelier Ramey,Rue Ramey 75018,french;bistro,"Mo-Su 12:00-15:00, 19:00-23:00",48.8882828,2.3467378
Le Marquis Paris,Boulevard Poniatowski 75012,french,Mo-Sa 10:00-02:00,48.8332546,2.4011059
Délice de condorcet,Rue Condorcet 75005,chinese,"Mo-Sa 12:00-14:00, 18:30-22:00",48.879627,2.3480705
Sacré Frenchy,Boulevard de Sébastopol 75003,french,Mo-Su 11:30-23:00,48.8632185,2.3511346
Chez Funda,Avenue Ledru-Rollin 75011,kurdish,Mo-Su 11:00-23:00,48.8570136,2.3796521
Colegio de España,Boulevard Jourdan 75014,cafeteria,"Mo-Fr 07:15-10:30,12:00-14:30; Sa 08:30-16:00",48.8186753,2.3412867
Haïtian Mama,Rue Labat 75018,caribbean,"Tu 19:00-22:30; We-Su 12:00-15:00, 19:00-23:00",48.8898506,2.3501395
La Table de Colette,Rue Laplace 75005,french;vegan;vegetarian,"Mo-Fr 12:00-13:30,19:30-21:15",48.8472966,2.3472269
La Baguette du Relais,Rue des Archives 75004,french;sandwich,"Mo-Fr 12:00-15:00, 18:00-22:00; Sa-Su 12:30-22:00",48.8575877,2.3545005
Pizzeria Cordial,Rue de Crimée 75019,pizza,"Mo-Su 11:30-14:30,18:00-23:00;Su 17:00-23:00",48.8876306,2.3801355
STREET Bangkok,Rue Saint-Denis 75002,thai,"Mo-Th 11:30-15:00, 18:30-23:00; Fr-Su 11:30-23:00",48.8639394,2.3501627
Joayo,Rue de Clichy 75009,barbecue;korean,"Mo-Su 12:00-14:30, 19:00-22:00",48.8814935,2.3282553
Agrology,Rue de Prague 75012,french;italian;greek,Tu-Fr 17:00-23:00; Sa 11:00-23:00,48.8497552,2.3757126
Tayim,Rue Gustave Zédé 75016,italian,"Mo-Th,Su 10:00-15:00,19:00-23:00; Sa ""après Chabbat-23:00""",48.855674,2.2727487
Isshin Ramen,Rue Montmartre,ramen,"Mo-Fr 12:00-14:30, 19:00-23:00; Sa 12:00-23:00",48.870606,2.3429162
Avocateria Gare de Lyon - brunch,Rue Michel Chasles,breakfast,Mo-Fr 09:30-15:00; Sa-Su 10:00-16:00,48.8463902,2.373748
O'Mexico,Rue du Père Guérin 75013,mexican,"Mo 19:00-22:00; Tu-Sa 12:00-14:30, 19:00-22:00",48.830248,2.3536461
Restaurant de la Cordonnerie,Rue Saint-Roch,french,"Mo-Fr 12:00-14:00,19:30-22:00",48.8654287,2.3323794
La Cantine des Arbustes,Rue des Arbustes,african,Mo-Fr 12:00-16:00,48.8286117,2.3086136
WePok,Rue des Pyrénées,hawaiian;poke,"Mo-Fr 11:45-15:00,18:45-21:00",48.850092,2.4062231
Les Amis gourmands,Rue de Mazagran,chinese,We off,48.8709948,2.3522516
Restaurant Sichuan,Rue Le Peletier,chinese;fish,"Mo-Tu 12:00-14:30,18:30-22:30; Th-Su 12:00-14:30,18:30-22:30",48.872776,2.3384403
Taem,Rue Popincourt 75011,meat,Mo-Su 12:00-15:00; 19:00-00:00,48.8576082,2.3773686
Mon Petit des Dames,Rue des Dames 75017,french,Tu-Sa 17:00-02:00,48.882861,2.3178334
Ikuzo,Rue des Dames 75017,japanese,"Mo-Sa 11:30-15:00, 18:30-23:00; Sa 18:30-23:00",48.8825221,2.3163425
Med'eat,Rue La Fayette 75009,mediterranean,Mo-Fr 11:45-14:15,48.8748583,2.3395568
stelle,Rue de Bourgogne 75007,italian,Tu-Sa 14:00-19:00,48.8572636,2.3173284
Traiteur Xiang Rui,Rue Simart 75018,chinese,Mo-Sa 10:30-20:00,48.890142,2.3487231
Thu Thu,Rue Hermel 75018,asian;vietnamese,"Mo-Fr 12:00-14:00,19:00-22:00; Sa 19:00-22:00",48.8946432,2.3460939
Le Bistrot de Longchamp,Rue de Longchamp,portuguese,Mo-Fr 07:00-21:00,48.8651121,2.2892094
Oranta,Rue de Marivaux 75002,local,"Tu-Fr 14:30-13:00,14:00-19:00; Su,Sa 16:00-13:00,14:00-18:00",48.8705285,2.3372137
Le Chien de la Lune,Rue de Jessaint 75018,french;vegetarian,Mo-Th 12:00-15:00; Fr-Sa 19:00-23:00,48.8850908,2.355287
Mikuna,Rue Saint-Martin 75003,peruvian,"Mo-Sa 11:45-14:30, 18:30-23:00; Su 10:00-14:30",48.8684578,2.355482
Cosy 55,Boulevard des Batignolles,african,Mo-Su 18:30-23:00,48.8814203,2.3182111
Fondue Dragon,Rue Étienne Marcel 75001,chinese,"Mo-Su 12:30-14:00,18:30-22:30",48.8634771,2.350182
Le Pure Café,Rue Jean Macé,french,Mo-Fr 07:00-01:00; Sa 08:00-01:00; Su 09:00-17:00,48.8532884,2.3834234
Vegan Sushi House,Rue Sainte-Foy 75002,sushi,"Mo-Th 11:30-15:00, 18:30-22:30; Fr 11:30-15:00, 18:30-23:30; Sa-Su 12:00-23:30",48.8687919,2.3517209
Le Paradis du rouleau de printemps,Rue Sainte-Foy 75002,chinese,"Mo-Th 11:30-15:00, 18:30-22:30; Fr 11:30-15:00, 18:30-23:30; Sa-Su 12:00-23:30",48.8688117,2.3517698
Tacos Queretaro,South Main Street 75460,mexican,"Tu-Th 10:00-20:00, Fr 10:00-21:00, Sa 08:00-21:00",33.6596569,-95.5565461
Le Mesturet,Rue de Richelieu 75002,french,Mo-Su 12:00-23:00,48.8689869,2.3384229
New Hanoï,Rue Sedaine 75011,vietnamese,"Mo-Sa 11:30-15:30, 17:30-22:30; Su 17:30-22:30",48.8560604,2.3711372
Piadineria,Rue Saint-Sabin 75011,italian,"Mo-Fr 11:30-15:00, 18:30-22:30; Sa 12:00-15:00, 19:00-23:00",48.8553677,2.3718537
Popu,Rue du Champ de Mars 75007,pizza;regional,Mo-Su 09:30-23:00,48.8565111,2.30571
Canal Poke,Rue de la Michodière 75002,international;japanese,Mo-Fr 12:00-15:00,48.8693226,2.3344935
NOUR Comptoir,Rue Jean-Pierre Timbaud 75011,oriental,"Su-Th 12:00-15:00,18:00-22:30; Fr 12:00-15:00; Sa 18:00-22:30",48.8661127,2.371661
omilgout,Rue de Budapest,italian_pizza,"Mo-Fr 11:30-16:30, 18:15-21:30; Sa 11:30-16:00",48.8760406,2.3275843
La Cantine Champ Libre,Rue Taylor 75010,local,"Mo-Tu 12:00-15:00; We-Fr 12:00-15:00,19:30-23:00; Sa 11:30-15:00,19:30-23:00; Su 11:30-15:00",48.8700204,2.3592127
Soumsoum,Boulevard Voltaire,lebanese,Mo-Th 11:45-22:45; Fr 11:45-14:30; Su 11:45-22:45,48.8564624,2.38198
Soumsoum,Rue de Miromesnil,lebanese,Mo-Th 11:45-22:45; Fr 11:45-14:30; Su 11:45-22:45,48.875918,2.3156035
Tanguy,Rue de l'Échiquier,crepe,Tu-Su 00:00-24:00,48.8711638,2.3518062
Les mots et le ciel,Rue Olivier de Serres,lebanese,Tu-Fr 12:00-18:00; Sa 12:00-15:00,48.832654,2.2940618
